ID,Breed,Image,Path,Width,Height,Xmin,Xmax,Ymin,Ymax
n02085620_949,chihuahua,<PIL.Image.Image image mode=RGB size=366x341 at 0x1E8F8B122D0>,images/Images\n02085620-Chihuahua\n02085620_949.jpg,401,363,8,374,16,357
n02085620_952,chihuahua,<PIL.Image.Image image mode=RGB size=263x469 at 0x1E8F8B12450>,images/Images\n02085620-Chihuahua\n02085620_952.jpg,416,530,107,370,29,498
n02085620_9654,chihuahua,<PIL.Image.Image image mode=RGB size=420x462 at 0x1E8F8B125D0>,images/Images\n02085620-Chihuahua\n02085620_9654.jpg,461,500,0,420,36,498
n02085782_1039,japanese_spaniel,<PIL.Image.Image image mode=RGB size=373x373 at 0x1E8F8B12750>,images/Images\n02085782-Japanese_spaniel\n02085782_1039.jpg,500,375,1,374,1,374
n02085782_1058,japanese_spaniel,<PIL.Image.Image image mode=RGB size=87x74 at 0x1E8F8B128D0>,images/Images\n02085782-Japanese_spaniel\n02085782_1058.jpg,240,182,82,169,53,127
n02085782_1059,japanese_spaniel,<PIL.Image.Image image mode=RGB size=219x402 at 0x1E8F8B12CD0>,images/Images\n02085782-Japanese_spaniel\n02085782_1059.jpg,550,413,142,361,8,410
n02085782_1077,japanese_spaniel,<PIL.Image.Image image mode=RGB size=478x280 at 0x1E8F8B12B90>,images/Images\n02085782-Japanese_spaniel\n02085782_1077.jpg,519,334,27,505,36,316
n02085782_1085,japanese_spaniel,<PIL.Image.Image image mode=RGB size=237x321 at 0x1E8F8B12FD0>,images/Images\n02085782-Japanese_spaniel\n02085782_1085.jpg,260,331,10,247,2,323
n02085782_1143,japanese_spaniel,<PIL.Image.Image image mode=RGB size=181x207 at 0x1E8F8B13190>,images/Images\n02085782-Japanese_spaniel\n02085782_1143.jpg,220,214,30,211,3,210
n02085782_1156,japanese_spaniel,<PIL.Image.Image image mode=RGB size=331x300 at 0x1E8F8B13150>,images/Images\n02085782-Japanese_spaniel\n02085782_1156.jpg,640,480,92,423,55,355
n02085782_1191,japanese_spaniel,<PIL.Image.Image image mode=RGB size=171x245 at 0x1E8F8B13310>,images/Images\n02085782-Japanese_spaniel\n02085782_1191.jpg,403,302,133,304,52,297
n02085782_1224,japanese_spaniel,<PIL.Image.Image image mode=RGB size=138x157 at 0x1E8F7A4DA10>,images/Images\n02085782-Japanese_spaniel\n02085782_1224.jpg,210,210,33,171,28,185
n02085782_126,japanese_spaniel,<PIL.Image.Image image mode=RGB size=345x319 at 0x1E8F8B13610>,images/Images\n02085782-Japanese_spaniel\n02085782_126.jpg,437,382,43,388,27,346
n02085782_1267,japanese_spaniel,<PIL.Image.Image image mode=RGB size=126x93 at 0x1E8F8B13790>,images/Images\n02085782-Japanese_spaniel\n02085782_1267.jpg,150,103,13,139,5,98
n02085782_1284,japanese_spaniel,<PIL.Image.Image image mode=RGB size=510x281 at 0x1E8F8B138D0>,images/Images\n02085782-Japanese_spaniel\n02085782_1284.jpg,640,479,29,539,97,378
n02085782_1348,japanese_spaniel,<PIL.Image.Image image mode=RGB size=452x266 at 0x1E8F8B13A90>,images/Images\n02085782-Japanese_spaniel\n02085782_1348.jpg,600,448,2,454,113,379
n02085782_1350,japanese_spaniel,<PIL.Image.Image image mode=RGB size=115x115 at 0x1E8F8B13BD0>,images/Images\n02085782-Japanese_spaniel\n02085782_1350.jpg,332,218,90,205,16,131
n02085782_1353,japanese_spaniel,<PIL.Image.Image image mode=RGB size=183x214 at 0x1E8F7A64610>,images/Images\n02085782-Japanese_spaniel\n02085782_1353.jpg,320,240,116,299,25,239
n02085782_1401,japanese_spaniel,<PIL.Image.Image image mode=RGB size=161x138 at 0x1E8F8B13ED0>,images/Images\n02085782-Japanese_spaniel\n02085782_1401.jpg,190,168,16,177,12,150
n02085782_1425,japanese_spaniel,<PIL.Image.Image image mode=RGB size=108x97 at 0x1E8F8B13750>,images/Images\n02085782-Japanese_spaniel\n02085782_1425.jpg,125,100,10,118,2,99
n02085782_143,japanese_spaniel,<PIL.Image.Image image mode=RGB size=249x262 at 0x1E8F8B13D10>,images/Images\n02085782-Japanese_spaniel\n02085782_143.jpg,250,269,0,249,6,268
n02085782_1434,japanese_spaniel,<PIL.Image.Image image mode=RGB size=283x295 at 0x1E8F8B24390>,images/Images\n02085782-Japanese_spaniel\n02085782_1434.jpg,320,343,7,290,24,319
n02085782_1460,japanese_spaniel,<PIL.Image.Image image mode=RGB size=211x320 at 0x1E8F8B24490>,images/Images\n02085782-Japanese_spaniel\n02085782_1460.jpg,358,370,94,305,31,351
n02085782_1503,japanese_spaniel,<PIL.Image.Image image mode=RGB size=159x265 at 0x1E8F8B24650>,images/Images\n02085782-Japanese_spaniel\n02085782_1503.jpg,216,288,26,185,22,287
n02085782_1521,japanese_spaniel,<PIL.Image.Image image mode=RGB size=187x166 at 0x1E8F8B24790>,images/Images\n02085782-Japanese_spaniel\n02085782_1521.jpg,191,178,2,189,3,169
n02085782_1528,japanese_spaniel,<PIL.Image.Image image mode=RGB size=219x257 at 0x1E8F8B24910>,images/Images\n02085782-Japanese_spaniel\n02085782_1528.jpg,301,271,55,274,13,270
n02085782_1552,japanese_spaniel,<PIL.Image.Image image mode=RGB size=155x221 at 0x1E8F8B24A90>,images/Images\n02085782-Japanese_spaniel\n02085782_1552.jpg,180,230,0,155,8,229
n02085782_1600,japanese_spaniel,<PIL.Image.Image image mode=RGB size=294x344 at 0x1E8F8B133D0>,images/Images\n02085782-Japanese_spaniel\n02085782_1600.jpg,500,436,0,294,90,434
n02085782_1610,japanese_spaniel,<PIL.Image.Image image mode=RGB size=238x177 at 0x1E8F8B24D90>,images/Images\n02085782-Japanese_spaniel\n02085782_1610.jpg,250,197,10,248,11,188
n02085782_1626,japanese_spaniel,<PIL.Image.Image image mode=RGB size=518x464 at 0x1E8F8B136D0>,images/Images\n02085782-Japanese_spaniel\n02085782_1626.jpg,619,495,24,542,17,481
n02085782_1656,japanese_spaniel,<PIL.Image.Image image mode=RGB size=213x149 at 0x1E8F8B25050>,images/Images\n02085782-Japanese_spaniel\n02085782_1656.jpg,230,161,7,220,5,154
n02085782_1665,japanese_spaniel,<PIL.Image.Image image mode=RGB size=66x70 at 0x1E8F8B13B10>,images/Images\n02085782-Japanese_spaniel\n02085782_1665.jpg,300,225,116,182,24,94
n02085782_1691,japanese_spaniel,<PIL.Image.Image image mode=RGB size=178x154 at 0x1E8F8B25410>,images/Images\n02085782-Japanese_spaniel\n02085782_1691.jpg,225,293,24,202,114,268
n02085782_17,japanese_spaniel,<PIL.Image.Image image mode=RGB size=319x265 at 0x1E8F8B25450>,images/Images\n02085782-Japanese_spaniel\n02085782_17.jpg,393,425,48,367,102,367
n02085782_172,japanese_spaniel,<PIL.Image.Image image mode=RGB size=180x121 at 0x1E8F8B255D0>,images/Images\n02085782-Japanese_spaniel\n02085782_172.jpg,200,150,19,199,22,143
n02085782_1724,japanese_spaniel,<PIL.Image.Image image mode=RGB size=443x352 at 0x1E8F8B13F90>,images/Images\n02085782-Japanese_spaniel\n02085782_1724.jpg,500,375,56,499,22,374
n02085782_1731,japanese_spaniel,<PIL.Image.Image image mode=RGB size=575x435 at 0x1E8F7A646D0>,images/Images\n02085782-Japanese_spaniel\n02085782_1731.jpg,600,449,23,598,0,435
n02085782_1750,japanese_spaniel,<PIL.Image.Image image mode=RGB size=392x291 at 0x1E8F7AFC850>,images/Images\n02085782-Japanese_spaniel\n02085782_1750.jpg,500,375,91,483,55,346
n02085782_1764,japanese_spaniel,<PIL.Image.Image image mode=RGB size=341x259 at 0x1E8F7A649D0>,images/Images\n02085782-Japanese_spaniel\n02085782_1764.jpg,400,322,29,370,30,289
n02085782_1774,japanese_spaniel,<PIL.Image.Image image mode=RGB size=141x121 at 0x1E8F7B04B50>,images/Images\n02085782-Japanese_spaniel\n02085782_1774.jpg,143,225,0,141,28,149
n02085782_1778,japanese_spaniel,<PIL.Image.Image image mode=RGB size=362x276 at 0x1E8F8B25E10>,images/Images\n02085782-Japanese_spaniel\n02085782_1778.jpg,640,480,30,392,103,379
n02085782_1782,japanese_spaniel,<PIL.Image.Image image mode=RGB size=291x252 at 0x1E8F785CE10>,images/Images\n02085782-Japanese_spaniel\n02085782_1782.jpg,300,266,1,292,5,257
n02085782_1836,japanese_spaniel,<PIL.Image.Image image mode=RGB size=433x557 at 0x1E8F8B26090>,images/Images\n02085782-Japanese_spaniel\n02085782_1836.jpg,800,600,192,625,40,597
n02085782_1848,japanese_spaniel,<PIL.Image.Image image mode=RGB size=530x447 at 0x1E8F8B26210>,images/Images\n02085782-Japanese_spaniel\n02085782_1848.jpg,600,450,68,598,1,448
n02085782_1855,japanese_spaniel,<PIL.Image.Image image mode=RGB size=315x384 at 0x1E8F8B26310>,images/Images\n02085782-Japanese_spaniel\n02085782_1855.jpg,421,405,47,362,17,401
n02085782_186,japanese_spaniel,<PIL.Image.Image image mode=RGB size=186x255 at 0x1E8F8B264D0>,images/Images\n02085782-Japanese_spaniel\n02085782_186.jpg,250,333,10,196,25,280
n02085782_1890,japanese_spaniel,<PIL.Image.Image image mode=RGB size=139x157 at 0x1E8F8B26610>,images/Images\n02085782-Japanese_spaniel\n02085782_1890.jpg,180,180,18,157,14,171
n02085782_191,japanese_spaniel,<PIL.Image.Image image mode=RGB size=242x210 at 0x1E8F8B26790>,images/Images\n02085782-Japanese_spaniel\n02085782_191.jpg,300,233,34,276,15,225
n02085782_1929,japanese_spaniel,<PIL.Image.Image image mode=RGB size=121x221 at 0x1E8F8B26910>,images/Images\n02085782-Japanese_spaniel\n02085782_1929.jpg,300,225,71,192,2,223
n02085782_1949,japanese_spaniel,<PIL.Image.Image image mode=RGB size=238x193 at 0x1E8F7B05950>,images/Images\n02085782-Japanese_spaniel\n02085782_1949.jpg,288,232,15,253,30,223
n02085782_1964,japanese_spaniel,<PIL.Image.Image image mode=RGB size=557x512 at 0x1E8F8B26C10>,images/Images\n02085782-Japanese_spaniel\n02085782_1964.jpg,640,558,4,561,33,545
n02085782_2,japanese_spaniel,<PIL.Image.Image image mode=RGB size=273x217 at 0x1E8F8B26D90>,images/Images\n02085782-Japanese_spaniel\n02085782_2.jpg,414,298,74,347,36,253
n02085782_2010,japanese_spaniel,<PIL.Image.Image image mode=RGB size=62x86 at 0x1E8F8B26ED0>,images/Images\n02085782-Japanese_spaniel\n02085782_2010.jpg,300,237,99,161,75,161
n02085782_2014,japanese_spaniel,<PIL.Image.Image image mode=RGB size=158x212 at 0x1E8F8B27090>,images/Images\n02085782-Japanese_spaniel\n02085782_2014.jpg,180,220,21,179,7,219
n02085782_2045,japanese_spaniel,<PIL.Image.Image image mode=RGB size=373x278 at 0x1E8E04DE010>,images/Images\n02085782-Japanese_spaniel\n02085782_2045.jpg,378,303,4,377,7,285
n02085782_2074,japanese_spaniel,<PIL.Image.Image image mode=RGB size=243x241 at 0x1E8F7B06150>,images/Images\n02085782-Japanese_spaniel\n02085782_2074.jpg,435,293,84,327,36,277
n02085782_2100,japanese_spaniel,<PIL.Image.Image image mode=RGB size=197x174 at 0x1E8F8B06290>,images/Images\n02085782-Japanese_spaniel\n02085782_2100.jpg,442,277,242,439,48,222
n02085782_2118,japanese_spaniel,<PIL.Image.Image image mode=RGB size=204x230 at 0x1E8F8B11350>,images/Images\n02085782-Japanese_spaniel\n02085782_2118.jpg,300,290,64,268,30,260
n02085782_2128,japanese_spaniel,<PIL.Image.Image image mode=RGB size=390x353 at 0x1E8F8B27610>,images/Images\n02085782-Japanese_spaniel\n02085782_2128.jpg,473,355,1,391,1,354
n02085782_2162,japanese_spaniel,<PIL.Image.Image image mode=RGB size=138x125 at 0x1E8F8B27890>,images/Images\n02085782-Japanese_spaniel\n02085782_2162.jpg,180,138,22,160,5,130
n02085782_2182,japanese_spaniel,<PIL.Image.Image image mode=RGB size=369x269 at 0x1E8F8B27A10>,images/Images\n02085782-Japanese_spaniel\n02085782_2182.jpg,400,295,23,392,7,276
n02085782_2207,japanese_spaniel,<PIL.Image.Image image mode=RGB size=148x232 at 0x1E8F8B069D0>,images/Images\n02085782-Japanese_spaniel\n02085782_2207.jpg,375,316,64,212,7,239
n02085782_2241,japanese_spaniel,<PIL.Image.Image image mode=RGB size=242x364 at 0x1E8F8B27E90>,images/Images\n02085782-Japanese_spaniel\n02085782_2241.jpg,362,429,60,302,32,396
n02085782_2250,japanese_spaniel,<PIL.Image.Image image mode=RGB size=592x792 at 0x1E8F8B279D0>,images/Images\n02085782-Japanese_spaniel\n02085782_2250.jpg,600,800,6,598,0,792
n02085782_2255,japanese_spaniel,<PIL.Image.Image image mode=RGB size=245x238 at 0x1E8F8B27310>,images/Images\n02085782-Japanese_spaniel\n02085782_2255.jpg,320,280,28,273,13,251
n02085782_2269,japanese_spaniel,<PIL.Image.Image image mode=RGB size=154x183 at 0x1E8F8B276D0>,images/Images\n02085782-Japanese_spaniel\n02085782_2269.jpg,320,240,98,252,43,226
n02085782_2279,japanese_spaniel,<PIL.Image.Image image mode=RGB size=153x201 at 0x1E8F75F7110>,images/Images\n02085782-Japanese_spaniel\n02085782_2279.jpg,250,211,50,203,5,206
n02085782_2293,japanese_spaniel,<PIL.Image.Image image mode=RGB size=138x164 at 0x1E8F8B07290>,images/Images\n02085782-Japanese_spaniel\n02085782_2293.jpg,148,171,8,146,2,166
n02085782_23,japanese_spaniel,<PIL.Image.Image image mode=RGB size=182x231 at 0x1E8F8B07410>,images/Images\n02085782-Japanese_spaniel\n02085782_23.jpg,320,379,73,255,24,255
n02085782_230,japanese_spaniel,<PIL.Image.Image image mode=RGB size=137x143 at 0x1E8F7AFF790>,images/Images\n02085782-Japanese_spaniel\n02085782_230.jpg,217,211,64,201,50,193
n02085782_2323,japanese_spaniel,<PIL.Image.Image image mode=RGB size=172x107 at 0x1E8F8B07590>,images/Images\n02085782-Japanese_spaniel\n02085782_2323.jpg,200,150,13,185,24,131
n02085782_2345,japanese_spaniel,<PIL.Image.Image image mode=RGB size=458x391 at 0x1E8F8B2D190>,images/Images\n02085782-Japanese_spaniel\n02085782_2345.jpg,500,421,2,460,28,419
n02085782_2354,japanese_spaniel,<PIL.Image.Image image mode=RGB size=334x345 at 0x1E8F8B2D390>,images/Images\n02085782-Japanese_spaniel\n02085782_2354.jpg,600,449,16,350,1,346
n02085782_2428,japanese_spaniel,<PIL.Image.Image image mode=RGB size=568x776 at 0x1E8F8B07B90>,images/Images\n02085782-Japanese_spaniel\n02085782_2428.jpg,600,800,18,586,22,798
n02085782_2459,japanese_spaniel,<PIL.Image.Image image mode=RGB size=448x404 at 0x1E8F8B2D7D0>,images/Images\n02085782-Japanese_spaniel\n02085782_2459.jpg,515,446,30,478,23,427
n02085782_2491,japanese_spaniel,<PIL.Image.Image image mode=RGB size=291x266 at 0x1E8F8B2DA10>,images/Images\n02085782-Japanese_spaniel\n02085782_2491.jpg,386,291,51,342,15,281
n02085782_2549,japanese_spaniel,<PIL.Image.Image image mode=RGB size=298x356 at 0x1E8F8B2DC10>,images/Images\n02085782-Japanese_spaniel\n02085782_2549.jpg,350,369,30,328,11,367
n02085782_2584,japanese_spaniel,<PIL.Image.Image image mode=RGB size=582x390 at 0x1E8F8B27D90>,images/Images\n02085782-Japanese_spaniel\n02085782_2584.jpg,600,449,0,582,57,447
n02085782_2635,japanese_spaniel,<PIL.Image.Image image mode=RGB size=414x365 at 0x1E8F7A64090>,images/Images\n02085782-Japanese_spaniel\n02085782_2635.jpg,640,480,0,414,51,416
n02085782_2640,japanese_spaniel,<PIL.Image.Image image mode=RGB size=359x232 at 0x1E8F8B2DBD0>,images/Images\n02085782-Japanese_spaniel\n02085782_2640.jpg,400,266,22,381,21,253
n02085782_2655,japanese_spaniel,<PIL.Image.Image image mode=RGB size=365x376 at 0x1E8F8B24850>,images/Images\n02085782-Japanese_spaniel\n02085782_2655.jpg,385,391,11,376,8,384
n02085782_267,japanese_spaniel,<PIL.Image.Image image mode=RGB size=319x279 at 0x1E8F7B06310>,images/Images\n02085782-Japanese_spaniel\n02085782_267.jpg,461,371,65,384,65,344
n02085782_2690,japanese_spaniel,<PIL.Image.Image image mode=RGB size=515x389 at 0x1E8F8B2E690>,images/Images\n02085782-Japanese_spaniel\n02085782_2690.jpg,530,397,9,524,4,393
n02085782_2695,japanese_spaniel,<PIL.Image.Image image mode=RGB size=150x163 at 0x1E8F8B2EA90>,images/Images\n02085782-Japanese_spaniel\n02085782_2695.jpg,399,255,153,303,52,215
n02085782_2715,japanese_spaniel,<PIL.Image.Image image mode=RGB size=370x462 at 0x1E8F8B2EC90>,images/Images\n02085782-Japanese_spaniel\n02085782_2715.jpg,480,600,62,432,77,539
n02085782_2762,japanese_spaniel,<PIL.Image.Image image mode=RGB size=249x231 at 0x1E8F8B25AD0>,images/Images\n02085782-Japanese_spaniel\n02085782_2762.jpg,331,342,58,307,67,298
n02085782_2796,japanese_spaniel,<PIL.Image.Image image mode=RGB size=369x374 at 0x1E8F8B05450>,images/Images\n02085782-Japanese_spaniel\n02085782_2796.jpg,385,391,6,375,10,384
n02085782_28,japanese_spaniel,<PIL.Image.Image image mode=RGB size=300x254 at 0x1E8F7A4C1D0>,images/Images\n02085782-Japanese_spaniel\n02085782_28.jpg,375,283,22,322,7,261
n02085782_2874,japanese_spaniel,<PIL.Image.Image image mode=RGB size=216x275 at 0x1E8F8B2F550>,images/Images\n02085782-Japanese_spaniel\n02085782_2874.jpg,373,373,67,283,54,329
n02085782_2886,japanese_spaniel,<PIL.Image.Image image mode=RGB size=116x201 at 0x1E8F7A4D890>,images/Images\n02085782-Japanese_spaniel\n02085782_2886.jpg,350,272,205,321,20,221
n02085782_2914,japanese_spaniel,<PIL.Image.Image image mode=RGB size=253x193 at 0x1E8F78D4610>,images/Images\n02085782-Japanese_spaniel\n02085782_2914.jpg,600,448,197,450,196,389
n02085782_2922,japanese_spaniel,<PIL.Image.Image image mode=RGB size=189x186 at 0x1E8F8B2FB90>,images/Images\n02085782-Japanese_spaniel\n02085782_2922.jpg,200,200,7,196,7,193
n02085782_2939,japanese_spaniel,<PIL.Image.Image image mode=RGB size=421x263 at 0x1E8F8B2FE90>,images/Images\n02085782-Japanese_spaniel\n02085782_2939.jpg,600,449,177,598,7,270
n02085782_2978,japanese_spaniel,<PIL.Image.Image image mode=RGB size=178x272 at 0x1E8F7B06250>,images/Images\n02085782-Japanese_spaniel\n02085782_2978.jpg,476,331,74,252,11,283
n02085782_3019,japanese_spaniel,<PIL.Image.Image image mode=RGB size=65x123 at 0x1E8F8B2EE90>,images/Images\n02085782-Japanese_spaniel\n02085782_3019.jpg,240,184,57,122,55,178
n02085782_3021,japanese_spaniel,<PIL.Image.Image image mode=RGB size=565x446 at 0x1E8F8B2FE50>,images/Images\n02085782-Japanese_spaniel\n02085782_3021.jpg,600,467,2,567,18,464
n02085782_3030,japanese_spaniel,<PIL.Image.Image image mode=RGB size=460x506 at 0x1E8F8B2F910>,images/Images\n02085782-Japanese_spaniel\n02085782_3030.jpg,640,713,103,563,76,582
n02085782_3031,japanese_spaniel,<PIL.Image.Image image mode=RGB size=109x110 at 0x1E8F8B26B50>,images/Images\n02085782-Japanese_spaniel\n02085782_3031.jpg,150,170,5,114,34,144
n02085782_3052,japanese_spaniel,<PIL.Image.Image image mode=RGB size=336x319 at 0x1E8F8B2ED50>,images/Images\n02085782-Japanese_spaniel\n02085782_3052.jpg,432,365,42,378,28,347
n02085782_3065,japanese_spaniel,<PIL.Image.Image image mode=RGB size=148x130 at 0x1E8F7AFEF90>,images/Images\n02085782-Japanese_spaniel\n02085782_3065.jpg,150,132,1,149,1,131
n02085782_3071,japanese_spaniel,<PIL.Image.Image image mode=RGB size=75x132 at 0x1E8F8B38E90>,images/Images\n02085782-Japanese_spaniel\n02085782_3071.jpg,180,148,87,162,15,147
n02085782_309,japanese_spaniel,<PIL.Image.Image image mode=RGB size=176x177 at 0x1E8F6CD9650>,images/Images\n02085782-Japanese_spaniel\n02085782_309.jpg,200,185,23,199,7,184
n02085782_3098,japanese_spaniel,<PIL.Image.Image image mode=RGB size=186x264 at 0x1E8F8B39250>,images/Images\n02085782-Japanese_spaniel\n02085782_3098.jpg,350,337,146,332,16,280
n02085782_3121,japanese_spaniel,<PIL.Image.Image image mode=RGB size=266x290 at 0x1E8F8B39590>,images/Images\n02085782-Japanese_spaniel\n02085782_3121.jpg,290,321,13,279,12,302
n02085782_313,japanese_spaniel,<PIL.Image.Image image mode=RGB size=342x324 at 0x1E8F8B39450>,images/Images\n02085782-Japanese_spaniel\n02085782_313.jpg,400,341,39,381,16,340
n02085782_3148,japanese_spaniel,<PIL.Image.Image image mode=RGB size=496x667 at 0x1E8F8B2F610>,images/Images\n02085782-Japanese_spaniel\n02085782_3148.jpg,600,801,101,597,131,798
n02085782_3158,japanese_spaniel,<PIL.Image.Image image mode=RGB size=325x410 at 0x1E8F8B2FA10>,images/Images\n02085782-Japanese_spaniel\n02085782_3158.jpg,817,429,9,334,11,421
n02085782_3215,japanese_spaniel,<PIL.Image.Image image mode=RGB size=259x173 at 0x1E8F8B39D10>,images/Images\n02085782-Japanese_spaniel\n02085782_3215.jpg,300,271,24,283,43,216
n02085782_3325,japanese_spaniel,<PIL.Image.Image image mode=RGB size=473x442 at 0x1E8F8B39F10>,images/Images\n02085782-Japanese_spaniel\n02085782_3325.jpg,600,449,65,538,4,446
n02085782_3331,japanese_spaniel,<PIL.Image.Image image mode=RGB size=181x177 at 0x1E8F8B3A210>,images/Images\n02085782-Japanese_spaniel\n02085782_3331.jpg,275,297,39,220,69,246
n02085782_3354,japanese_spaniel,<PIL.Image.Image image mode=RGB size=304x303 at 0x1E8F8B3A150>,images/Images\n02085782-Japanese_spaniel\n02085782_3354.jpg,350,469,15,319,91,394
n02085782_3387,japanese_spaniel,<PIL.Image.Image image mode=RGB size=420x375 at 0x1E8F8B3A590>,images/Images\n02085782-Japanese_spaniel\n02085782_3387.jpg,538,450,63,483,50,425
n02085782_3400,japanese_spaniel,<PIL.Image.Image image mode=RGB size=197x179 at 0x1E8F8B10B50>,images/Images\n02085782-Japanese_spaniel\n02085782_3400.jpg,200,183,0,197,0,179
n02085782_3404,japanese_spaniel,<PIL.Image.Image image mode=RGB size=121x142 at 0x1E8F8B3AA10>,images/Images\n02085782-Japanese_spaniel\n02085782_3404.jpg,190,174,32,153,19,161
n02085782_3420,japanese_spaniel,<PIL.Image.Image image mode=RGB size=209x154 at 0x1E8F8B3AC50>,images/Images\n02085782-Japanese_spaniel\n02085782_3420.jpg,210,210,0,209,27,181
n02085782_3481,japanese_spaniel,<PIL.Image.Image image mode=RGB size=396x314 at 0x1E8F8B3AE50>,images/Images\n02085782-Japanese_spaniel\n02085782_3481.jpg,410,317,8,404,2,316
n02085782_3499,japanese_spaniel,<PIL.Image.Image image mode=RGB size=168x178 at 0x1E8F8B3B090>,images/Images\n02085782-Japanese_spaniel\n02085782_3499.jpg,240,240,41,209,40,218
n02085782_3516,japanese_spaniel,<PIL.Image.Image image mode=RGB size=190x210 at 0x1E8F8B3B2D0>,images/Images\n02085782-Japanese_spaniel\n02085782_3516.jpg,410,281,190,380,69,279
